"Symbol","Name","last","change","changepercent","open","high","low","bid","ask","vwap","sharevolume","dividend yield","beta","marketcap","sharesoutstanding","eps","peratio","pbratio","week52high","week52low","week52highvwap","week52lowvwap","week52highvol","week52lowvol","week52avgvol"
"SEC","Senvest Capital Inc.",317,10,3.257329,307,320,307,305,320,313.6475,1918,,1.1670889854431152,825856008,2559924,-25.7299995,-11.1,1.045,320,100,313.6475,100.005,43693,1,843
"SOLG","SolGold plc",0.39,0.005,1.298701,0.385,0.39,0.385,0.39,0.395,0.385517241,14532,,0.17608299851417542,812804263,2084113495,-0.009999999,-37.4,2.294,0.73,0.19,0.6985,0.1991,644093,1,53381
"CWEB","Charlotte's Web Holdings Inc.",5.8,-0.2,-3.333333,6.01,6.19,5.16,5.75,5.84,5.56694036,758440,,2.2132620811462402,806689514,108099854,-0.649999976,-9.5,2.387,10.17,3.08,9.6995,3.147,3869051,62369,452551
"EGLX","Enthusiast Gaming Holdings Inc.",6.97,-0.33,-4.520548,7.29,7.29,6.3,6.87,7.04,6.74003309,958658,,0.1581519991159439,806202168,115758465,-1.62,-4.4,5.445,9.5,1.15,8.5547,1.2626,2690317,14441,265690
"BIR","Birchcliff Energy Ltd.",3.03,0.08,2.711864,3.03,3.06,2.91,3,3.03,2.99313573,1507494,0.66,2.7889609336853027,805794349,265946229,-0.460000008,-6.2,0.522,3.49,0.58,3.3983,0.6278,8909918,340591,1632194
"GCG.A","Guardian Capital Group Limited Class A Non-voting Shares",29,1.51,5.492907,27.99,29.99,27.25,28.75,29.45,28.5438447,27939,2.483,1.193876028060913,804460000,24852372,2.18000006,-53.1,1.251,29.99,15,28.5439,16.0014,104850,100,6457
"GCG","Guardian Capital Group Limited",29,1.51,5.492907,28.2,29,28.2,28.95,29,28.6666666,375,2.483,1.205819010734558,804460000,2888479,-0.5,-52.8,1.251,29.25,15.27,29.025,16.1084,16733,10,543
"CM.PR.R","Canadian Imperial Bank Of Commerce Rate Reset Class A Preferred Shares Series 45",25.13,0.1,0.399521,25.13,25.14,25.06,25.1,25.14,25.1144047,8598,4.377,1.1052379608154297,804160000,32000000,,,,25.3,12.27,25.2213,12.7352,598720,800,37947
"OGI","Organigram Holdings Inc.",3.42,-0.13,-3.661972,3.6,3.65,3.03,3.39,3.42,3.28925438,3516652,,1.3813120126724243,793992292,232270534,-0.920000016,-4.4,2.496,8,1.36,7.1893,1.38,23617873,121887,1938073
"CGI","Canadian General Investments Limited",37,-0.2,-0.537634,37,37.02,35.15,36.75,37.25,36.0229242,10722,2.378,1.2700289487838745,771862217,20861141,2.52999997,14.8,0.979,39.25,16.22,39.1715,16.8406,49790,48,6253
"HWX","Headwater Exploration Inc.",3.92,0.03,0.771208,3.85,4,3.85,3.9,3.96,3.98266592,1486190,,1.3311949968338013,764572480,195302263,-0.07,-53.9,4.9,4.16,0.86,3.9827,0.9003,4446224,3125,327607
"RY.PR.R","Royal Bank of Canada Non-Cumulative 5-Year Rate Reset First Preferred Shares Series BM",25.43,0.01,0.039339,25.45,25.45,25.43,25.43,25.49,25.4490476,2150,5.407,0.3369010090827942,762900000,30000000,,,,25.96,19.77,25.8059,20.3908,244802,400,18907
"ENB.PF.I","Enbridge Inc. cumulative redeemable minimum rate reset preference shares Series 17",25.39,0.09,0.355731,25.34,25.4,25.19,25.31,25.44,25.2893,10218,5.071,0.5896009802818298,761700000,30000000,,,,25.58,16.38,25.4569,17.0687,673500,440,23750
"RPI.UN","Richards Packaging Income Fund",67.5,-4,-5.594406,73.48,73.48,67.5,67.5,67.74,68.9053058,10339,1.956,0.591251015663147,758025473,11230007,2.93000006,23.1,5.336,86.28,27.52,85.1842,28.8365,67068,935,10465
"CHR","Chorus Aviation Inc. Voting and Variable Voting Shares",4.68,-0.09,-1.886792,4.77,4.82,4.48,4.67,4.69,4.6496627,1208874,,2.3707869052886963,757539376,161867388,0.25999999,18,1.182,6.37,1.78,5.9952,1.9973,5185618,285142,1214055
"MEQ","Mainstreet Equity Corp.",80.56,-2,-2.422481,80.25,81.41,80,80,81.72,80.87025,4322,,1.6158679723739624,752850762,9345218,6.15000009,13.2,0.874,87.37,41.75,86.94,43.0309,130885,7,3481
"RY.PR.Q","Royal Bank of Canada Non-Cumulative 5-Year Rate Reset First Preferred Shares Series BK",25.25,0.03,0.118953,25.28,25.29,25.23,25.24,25.29,25.2495348,4381,5.477,0.5119360089302063,732250000,29000000,,,,26.02,18.21,25.6297,18.6917,426579,300,24386
"VGCX","Victoria Gold Corp.",11.82,0.2,1.72117,11.62,11.92,11.05,11.52,11.93,11.4632862,402596,,1.435528039932251,730955845,62129040,-0.51999998,-21.5,2.239,21.05,4.02,20.6372,4.8101,2366997,26447,239349
"SW","Sierra Wireless Inc.",19.88,-0.33,-1.632855,20.59,20.59,18.73,19.88,19.95,19.5212113,138979,,2.006514072418213,727994447,36667134,-1.86000001,-11.5,1.608,28.23,6.25,26.5273,6.7305,362264,9830,76539
"TF","Timbercreek Financial Corp.",8.99,0.13,1.467269,8.92,8.99,8.85,8.9,9.01,8.92068197,135268,7.675,1.1128000020980835,727178023,80887433,0.579999983,15.5,1.038,9.87,5.91,9.7906,6.2259,466306,20903,112185
"AFN","Ag Growth International Inc.",38.22,-0.02,-0.052301,38.67,38.67,37,38.15,38.33,37.9071859,77867,1.57,2.6637990474700928,715212159,18763191,-2.94000005,-13,2.401,42.5,15,41.3997,15.4778,744330,24604,102160
"TCS","TECSYS Inc.",49.23,-0.13,-0.263371,48.05,51.21,46.64,46.11,50.15,48.6715925,44690,0.528,0.6038839817047119,712116627,14465095,0.389999985,138.8,10.772,66.59,13.23,65.7651,14.0147,500953,48,22147
"MI.UN","Minto Apartment Real Estate Investment Trust",19.61,0.52,2.723939,19.2,19.67,19.1,19.5,19.64,19.4128888,176892,2.32,0.7682240009307861,711349593,36274839,4.86000013,3.9,0.856,28.31,15.58,27.8069,16.1735,913259,20301,173158
"SLS","Solaris Resources Inc.",6.8,0.2,3.030303,6.71,6.9,6.57,6.75,6.9,6.72197072,44989,,0.038451001048088074,710426824,105201068,-0.219999998,-31.7,20.606,7.49,1.38,7.3497,1.4253,1589343,13998,113302
"TD.PF.G","Toronto-Dominion Bank 5-Year Rate Reset Class A First Shares Series 12",25.29,0.03,0.118765,25.26,25.29,25.26,25.26,25.29,25.2803144,63660,5.437,0.5086820125579834,708120000,28000000,,,,25.74,18.46,25.6516,18.7803,621402,7,26078
"IPCO","International Petroleum Corporation",4.47,0.175,4.074505,4.48,4.48,4.32,4.41,4.48,4.40550388,62889,,3.3238370418548584,694493874,155367727,,,0.71,4.49,1.42,4.4056,1.5362,485380,600,44838
"NVO","Novo Resources Corp.",2.96,0.04,1.369863,2.95,3.07,2.86,2.93,2.96,2.9618435,318919,,1.2286289930343628,685393630,230353507,-0.119999997,-26,2.145,4.16,1.41,4.1017,1.4914,2616154,47694,315214
"FEC","Frontera Energy Corporation",7.04,0.24,3.529412,7.02,7.2,6.89,6.96,7.06,7.03537312,374303,,2.2156078815460205,684249815,97194576,,,0.174,7.2,2.01,7.0354,2.0425,2692599,38214,267398
"PG","Premier Gold Mines Limited",2.88,0.03,1.052632,2.85,2.88,2.8,2.86,2.9,2.86605862,632153,,0.9135149717330933,683698988,238995982,-0.180000007,-16.6,1.907,3.48,0.86,3.4349,0.9385,11636908,165336,824912
"FOOD","Goodfood Market Corp.",9.39,0.2,2.176279,9.27,9.47,8.86,9.37,9.41,9.23191951,723734,,0.1276790052652359,682046228,72835612,-0.019999999,-545,11.313,14.73,1.49,14.405,1.7875,2078627,50621,536489
"NEO","Neo Performance Materials Inc.",17.97,0.03,0.167224,17.8,18.82,17.69,17.96,18,18.0639569,127642,2.226,1.1923420429229736,675238456,37456990,-2.02999997,-8.9,1.49,19.39,5.56,18.4032,5.727,316845,400,24211
"GUD","Knight Therapeutics Inc.",5.15,0.1,1.980198,5.04,5.15,4.95,5.12,5.15,5.02698049,448573,,0.6885790228843689,671279706,129870056,0.209999993,24.5,0.761,8.08,4.74,7.8659,4.9896,9500549,67085,376918
"U","Uranium Participation Corporation",4.97,-0.05,-0.996016,5,5.03,4.79,4.93,4.99,4.92747809,950569,,0.5032070279121399,670650065,134939651,0.419999986,12.1,1.002,5.39,3.12,5.324,3.1946,3137899,92094,529586
"DFN.PR.A","Dividend 15 Split Corp. Preferred Shares",10.24,0.04,0.392157,10.23,10.25,10.22,10.23,10.25,10.23132,50260,5.371,0.3460479974746704,662605332,64707552,,,,10.44,7.41,10.4186,7.7782,1368790,2940,60799
"CHE.UN","Chemtrade Logistics Income Fund",6.99,-0.03,-0.42735,7.08,7.08,6.92,6.98,7,6.97937677,533979,8.584,1.6669360399246216,651252414,93255189,-1.80999994,-3.9,1.075,8.94,3.26,8.8154,3.6018,3706703,108347,498872
"SBB","Sabina Gold & Silver Corp.",1.99,0.01,0.50505,1.99,2.01,1.91,1.96,2,1.96039205,800836,,1.3754470348358154,648959539,326564790,-0.019999999,-111.8,1.284,3.54,0.71,3.4319,0.8643,22181663,52199,889258
"CNE","Canacol Energy Ltd.",3.58,-0.05,-1.37741,3.64,3.68,3.53,3.56,3.61,3.56566702,654856,5.81,0.4782029986381531,642664137,179515122,0.129999995,25.9,2.355,4.37,2.7,4.2798,2.8732,3288976,30202,324533
"TVE","Tamarack Valley Energy Ltd.",2.41,0.03,1.260504,2.41,2.46,2.28,2.4,2.41,2.36219093,9175557,,3.323518991470337,631911640,263523137,-1.53999996,-1.5,1.317,2.47,0.39,2.3622,0.427,9224584,102211,1371918
"CFX","Canfor Pulp Products Inc.",9.6,0.1,1.052632,9.58,9.85,9.28,9.52,9.6,9.61524151,143525,,1.8731650114059448,626242166,65233559,-0.340000003,-28.2,1.176,11.07,4.02,10.7854,4.1667,947980,6096,77764
"MUX","McEwen Mining Inc.",1.36,-0.02,-1.449275,1.35,1.36,1.25,1.35,1.39,1.31534045,599759,,1.1920579671859741,624392852,459187226,-0.05,-2.7,1.295,2.02,0.76,1.9659,0.8759,3463906,57869,484083
"EXE","Extendicare Inc.",6.93,0.11,1.612903,6.82,6.93,6.71,6.88,6.93,6.8209982,330486,6.926,1.2740999460220337,620505859,89539085,0.600000023,11.6,4.846,8.06,4.91,7.989,5.086,6934677,74422,416208
"CGY","Calian Group Ltd.",63.21,-1.79,-2.753846,65.1,65.11,63.21,63.21,64.16,64.0054106,30243,1.772,0.8939909934997559,620502229,9919758,1.97000002,34,3.032,71.92,31.3,69.9268,33.8211,130153,1413,16555
"CMMC","Copper Mountain Mining Corporation",2.98,0.1,3.472222,3.01,3.05,2.73,2.93,3,2.91849796,1786464,,2.789824962615967,618353144,207501055,-0.07,-19.7,2.504,3.57,0.29,3.4447,0.2913,3443410,18187,656979
"AOI","Africa Oil Corp.",1.31,0.04,3.149606,1.3,1.32,1.28,1.29,1.35,1.29467228,213653,,1.809522032737732,618268218,471960472,-0.07,-17.4,0.645,1.34,0.71,1.3168,0.7777,767640,1306,106541
"ALC","Algoma Central Corporation",16.35,0.88,5.688429,15.69,16.4,15.37,16.11,16.49,15.8268419,25019,4.159,1.078691005706787,618045418,37800943,0.540000021,28.7,0.957,16.4,7.02,15.9756,7.2081,119176,27,9883
"BMO.PR.B","Bank of Montreal non-cumulative 5-year rate reset Class B preferred shares Series 38",25.65,0,0,25.65,25.65,25.6,25.58,25.65,25.6419298,5760,4.727,0.8254489898681641,615600000,24000000,8.18999958,,,26.05,16.55,25.9185,16.8545,463162,37,17772
"CWX","CanWel Building Materials Group Ltd.",7.82,0.08,1.033592,7.79,7.88,7.53,7.8,7.86,7.69903051,315738,6.138,1.6491659879684448,609457323,77996124,0.610000014,12.8,1.773,8.15,2.74,8.072,2.8612,724229,49123,224205
"SKE","Skeena Resources Limited",2.79,0.09,3.333333,2.7,2.79,2.65,2.77,2.79,2.72373177,1738880,,1.4550909996032715,604412043,216874273,-0.27000001,-11.4,27.9,3.96,0.5,3.8681,0.5904,1739280,37432,408768
"AR","Argonaut Gold Inc.",1.98,-0.02,-1,2,2.03,1.91,1.96,1.99,1.96609934,863185,,1.1544359922409058,602266504,304175002,-0.839999973,-2.5,0.615,3.43,0.76,3.2876,0.9085,7964524,159360,1299907
"ALS","Altius Minerals Corporation",14.47,0.56,4.025881,13.88,14.47,13.67,14.34,14.51,14.034335,231285,1.382,1.2939599752426147,600181639,41464462,-0.730000019,-19.3,2.189,16.73,6.29,16.5255,6.4349,413627,14730,83363
"BCI","New Look Vision Group Inc.",38.3,0.3,0.789474,38.28,38.3,38.28,37.6,38.6,38.2966665,610,,0.9807100296020508,599785622,15630511,0.419999986,91.2,4.154,40,20.12,39.3551,21.164,333382,1,4066
"AD.UN","Alaris Equity Partners Income Trust",15.29,0.2,1.325381,15.18,15.36,14.77,15.21,15.4,15.1379694,192210,8.11,1.9239189624786377,596254941,44308900,-0.75,-20.6,1.072,17.78,5.83,17.3265,6.2437,1814054,45216,303239
"WEF","Western Forest Products Inc.",1.58,-0.06,-3.658537,1.65,1.65,1.57,1.58,1.59,1.59734,1864645,2.532,2.0600171089172363,592866822,375232166,0.079999998,20.6,1.179,1.75,0.58,1.7282,0.6072,7696782,159090,925026
"MRG.UN","Morguard North American Residential Real Estate Investment Trust",15,-0.01,-0.066622,15.04,15.08,14.84,14.95,15.04,14.9816333,90783,4.664,1.0374770164489746,585297405,39027252,4.48999977,3.4,0.461,20.86,10.73,20.663,11.2714,278802,9656,69601
"RY.PR.J","Royal Bank of Canada Non-Cumulative 5-Year Rate Reset First Preferred Shares (NVCC)",24.34,0.34,1.416667,24,24.34,23.99,23.5,24.3,24.0040625,6504,3.287,0.9649080038070679,584160000,24000000,,,,24.35,12.61,24.007,12.8109,606305,35,23281
"HDI","Hardwoods Distribution Inc.",27.63,0.27,0.986842,27.5,27.78,27.22,27.42,27.67,27.4907763,38258,1.448,1.7068309783935547,583952452,21241537,1.72000002,16.1,1.872,30.88,7.41,30.4065,8.1958,520382,4562,55360
"MAL","Magellan Aerospace Corporation",10.09,-0.16,-1.560976,10.26,10.26,9.71,10.05,10.09,9.95859244,27576,4.163,1.600132942199707,583095207,57729106,0.600000023,16.9,0.711,11.64,4.81,11.4494,5.0164,303349,7452,50520
"TKO","Taseko Mines Limited",2.06,0.09,4.568528,2.05,2.09,1.86,2,2.09,2.00672962,1115602,,2.5650739669799805,583043909,282662425,-0.090000003,-25.2,1.839,2.64,0.29,2.5097,0.3126,2536275,12690,362465
"HLS","HLS Therapeutics Inc.",18.36,0.14,0.768386,18.38,18.81,17.9,18.03,18.43,18.2164385,14088,1.089,0.15451200306415558,582817270,31864623,-0.870000004,-21.1,2.72,21.66,13.36,21.2317,13.4269,1712189,2200,46624
"TNT.UN","True North Commercial Real Estate Investment Trust",6.56,0.12,1.863354,6.47,6.65,6.45,6.55,6.58,6.55056761,432389,9.055,1.4008409976959229,566429885,86434045,0.460000008,14.1,1.079,7.66,3.83,7.566,4.0813,1500038,53543,255775
"CUP.U","Caribbean Utilities Company Ltd. Class A",15.1,-0.04,-0.264201,15.1,15.1,15.1,15,15.1,15.1,200,4.636,0.7350460290908813,563916491,37095463,0.740000009,20.5,1.948,16.5,13.27,16.451,13.45,20144,1,2023
"MDI","Major Drilling Group International Inc.",6.94,0.46,7.098765,7.17,7.18,6.51,6.94,7.01,6.76662965,452440,,1.4806269407272339,559646826,80640753,-0.920000016,-7.7,1.881,8.39,2.26,7.9834,2.4166,1733873,29147,227442
"HRX","Heroux-Devtek Inc.",15.38,0.06,0.391645,15.26,15.46,14.95,15.35,15.45,15.1609125,39762,,1.8245689868927002,559558390,36372210,-1.66999995,-9.7,1.506,18.41,8.57,16.899,9.1257,350108,7070,50896
"SGR.UN","Slate Grocery REIT",11.8,0.2,1.724138,11.79,11.8,11.57,11.65,11.8,11.6776273,165436,9.235,1.570294976234436,558956808,46861357,1.07000005,11.1,0.972,12.89,4.95,12.7818,5.5108,597171,16845,88247
"GGD","GoGold Resources Inc.",2.09,-0.09,-4.12844,2.15,2.15,2.02,2.09,2.1,2.08333929,591681,,1.1512800455093384,555018241,265369384,0.289999991,8.2,2.459,2.89,0.37,2.808,0.4058,3265130,34490,422741
"NSR","Nomad Royalty Company Ltd.",0.98,0.01,1.030928,0.98,0.98,0.95,0.97,1,0.961970443,104062,2.041,0.20430800318717957,553230167,566231380,0.029999999,39.4,2.06,1.89,0.95,1.7962,0.962,1024300,4471,151509
"RSI","Rogers Sugar Inc.",5.34,0.03,0.564972,5.31,5.34,5.27,5.33,5.35,5.31450452,188183,6.742,0.556430995464325,552887169,103536923,0.310000002,17.2,2.023,5.83,3.85,5.7733,4.0353,989743,44852,203196
"SMT","Sierra Metals Inc.",3.39,0.06,1.801802,3.33,3.42,3.17,3.38,3.42,3.30038743,121675,,1.988211989402771,551892000,162810553,0.170000001,19.8,2.26,4.93,0.89,4.6985,0.9618,902486,25,72752
"PRN","Profound Medical Corp.",28.1,-0.17,-0.601344,28.28,28.28,27.19,27.65,28.17,27.7930537,92165,,1.6469839811325073,551489307,20258068,-4.3499999,-6.5,4.432,36.73,9.52,36.0237,10.1281,244744,6096,64860
"WFC","Wall Financial Corporation",16,-0.87,-5.157084,16.73,16.73,16,15.85,16,16.3752631,2006,,0.7742919921875,543253840,33953365,-0.039999999,-351.4,2.952,31.53,15.02,30.3231,15.3553,12520,50,2437
"TXP","Touchstone Exploration Inc.",2.6,0,0,2.55,2.63,2.5,2.58,2.62,2.58058625,283549,,1.3968160152435303,542619030,209399627,-0.129999995,-20.6,14.444,3.06,0.41,3.0117,0.4113,1762925,42596,335557
"AI","Atrium Mortgage Investment Corporation",12.77,0.17,1.349206,12.72,12.8,12.4,12.71,12.85,12.5960165,120712,7.048,1.1580239534378052,541599363,42411851,0.920000016,13.9,1.17,14.49,6.72,14.3791,7.4201,352715,11180,60401
"KEL","Kelt Exploration Ltd.",2.84,0.08,2.898551,2.8,2.95,2.76,2.84,2.85,2.84211324,1378608,,2.8938980102539062,535354200,188584507,-1.87999999,-1.3,0.928,3.07,0.68,3.029,0.7862,9419795,304705,1287556
"ROXG","Roxgold Inc.",1.42,-0.02,-1.388889,1.44,1.45,1.39,1.41,1.43,1.40887228,493835,,0.9472309947013855,529787715,374784379,0.059999998,25.1,2.328,1.92,0.57,1.8808,0.6855,8311871,101838,1033229
"III","Imperial Metals Corporation",4.11,0.01,0.243902,4.15,4.27,4.08,4.09,4.16,4.11364033,41521,,1.4907020330429077,528094615,128526424,-0.090000003,-49.4,0.722,6.25,1,5.9798,1.0585,503228,1600,58103
"NVA","NuVista Energy Ltd.",2.32,0.11,4.977376,2.29,2.41,2.24,2.32,2.34,2.32088087,2528136,,3.528362989425659,523685591,225836865,-4.19000005,-0.5,1.19,2.42,0.24,2.3209,0.2589,17862839,221210,2178366
"ADW.B","Andrew Peller Limited/Andrew Peller Limitee Class B Voting Shares",12,0,0,,,,11.9,12.4,12,0,1.637,0.8058459758758545,523147800,8191883,0.689999997,15.7,1.92,12.5,6.02,12.5,6.1821,6440,6,418
"BOS","AirBoss of America Corp.",19.35,0.33,1.735016,19.5,19.61,18.43,19.23,19.48,19.0494664,105771,1.447,1.116575002670288,520685319,26908802,1.16999995,17.5,2.665,26.67,4.6,25.5678,4.6142,994734,3500,139352
"IAF.PR.I","Industrial Alliance Insurance and Financial Services Inc. Non-Cumulative 5-Year Rate Reset Class A Preferred Shares Series I",24.55,0.05,0.204082,24.55,24.61,24.55,24.55,24.66,24.5546153,1300,4.888,1.0942120552062988,515550000,6000000,,,,24.97,11.28,24.8491,11.5457,155580,30,7641
"BNS.PR.H","Bank of Nova Scotia Non-Cumulative 5-Year Rate Reset Preferred Shares Series 38",25.71,-0.09,-0.348837,25.85,25.85,25.7,25.67,25.85,25.8090638,23566,4.716,0.8183370232582092,514200000,20000000,,,,25.98,16.81,25.8779,17.1671,405040,144,18054
"SES","Secure Energy Services Inc.",3.23,0.13,4.193548,3.15,3.3,3.15,3.21,3.24,3.23870048,1416536,0.929,2.988162040710449,512602205,159573439,-0.289999991,-10.7,0.704,3.81,0.64,3.5831,0.7647,8319367,104317,984702
"BNS.PR.G","Bank of Nova Scotia 5-Year Rate Reset Preferred Shares Series 36",25.51,-0.02,-0.078339,25.48,25.51,25.48,25.47,25.58,25.4842857,7825,5.39,0.5502240061759949,510200000,20000000,,,,25.81,19.13,25.6936,19.4115,1314100,8,25407
"HFPC.U","Helios Fairfax Partners Corporation Subordinate Voting Shares",4.65,-0.1,-2.105263,4.75,4.75,4.6,4.2,4.75,4.73241377,5995,,1.3894599676132202,507399876,53665388,-2.81999993,-1.7,1.486,6.27,2.36,6.0036,2.7118,446674,20,9535
"BMO.PR.C","Bank of Montreal Non-Cumulative 5-Year Rate Reset Class B Preferred Shares Series 40",25.25,0.26,1.040416,25,25.25,25,25.2,25.29,25.0869565,11585,4.455,1.0440609455108643,505000000,20000000,8.18999958,,,25.69,14.11,25.5966,14.2354,899872,300,23441
"JAG","Jaguar Mining Inc.",7.01,-0.15,-2.094972,7.38,7.38,6.7,6.98,7.34,6.95722129,242103,4.565,2.016916036605835,504649816,72173991,1.07000005,7.3,2.337,11.31,1.3,11.0967,1.5347,1750533,10120,169501
"TRP.PR.J","TC Energy Corporation cumulative redeemable minimum rate reset first pref shares Series 13",25.23,-0.02,-0.079208,25.22,25.24,25.21,25.22,25.23,25.2182205,136000,5.45,0.48153701424598694,504600000,20000000,,,,25.98,18.8,25.8815,19.718,275850,350,17128
"MOZ","Marathon Gold Corporation",2.38,-0.02,-0.833333,2.4,2.4,2.27,2.33,2.39,2.34172545,648947,,1.1686300039291382,503145295,213421086,-0.039999999,-58.9,3.606,3.35,0.71,3.286,0.8245,1850922,129356,641450
"CMG","Computer Modelling Group Ltd.",6.2,0.17,2.819237,6.03,6.24,5.97,6.1,6.21,6.15730228,57268,3.226,1.5749280452728271,497773200,80286103,0.280000001,21.9,11.481,6.74,3.43,6.6645,3.6101,1023110,10381,113111
"WM","Wallbridge Mining Company Limited",0.63,0.04,6.779661,0.59,0.63,0.56,0.6,0.63,0.584574331,1029553,,1.6385040283203125,496754810,788835216,-0.009999999,-57.4,1.909,1.36,0.33,1.2858,0.4153,36658566,176738,1534678
"FTS.PR.M","Fortis Inc. Cumulative Redeemable Fixed Rate Reset First Preference Shares Series",20.67,-0.08,-0.385542,20.72,20.85,20.65,20.66,20.92,20.7450602,8608,4.733,0.5812450051307678,496080000,24000000,,,,21.2,11.98,21.1014,12.3319,187000,303,17800
"WILD","WildBrain Ltd. Common and Variable Voting Shares",2.93,-0.03,-1.013514,2.95,2.96,2.7,2.93,2.95,2.8313965,179626,,0.8828570246696472,496038751,171821759,-1.17999994,-2.5,5.635,3.79,0.71,3.6481,0.7611,2388623,6910,210155
"TCW","Trican Well Service Ltd.",1.94,0.04,2.105263,1.94,1.95,1.895,1.92,1.95,1.94355354,2361546,,2.398737907409668,495375512,255181611,-0.889999985,-2.2,1.005,1.99,0.42,1.9599,0.4423,10402521,36150,725744
"AW.UN","A&W Revenue Royalties Income Fund",35.17,-0.22,-0.621645,35.02,35.4,34.87,35.14,35.45,35.132266,16053,4.606,1.1977790594100952,494654549,14064673,1.52999997,23,3.269,35.8,16.75,35.2286,18.1983,219528,4983,33659
"BDT","Bird Construction Inc.",9.29,0.24,2.651934,9.09,9.36,8.97,9.25,9.38,9.1250625,148006,4.198,1.3250499963760376,492731650,53038929,0.550000011,16.9,2.511,9.49,3.97,9.3329,4.0943,433306,6477,73507
"LGT.A","Logistec Corporation Class A",38,0,0,,,,36.74,43,38,0,0.984,1.0286279916763306,490955858,7377022,2.57999992,14.7,1.664,38.78,22.71,38.6658,22.71,4000,25,84
"RAY.A","Stingray Group Inc. Subordinate Voting Shares",6.68,-0.08,-1.183432,6.7,6.89,6.66,6.65,6.72,6.74593196,114206,4.491,0.994737982749939,489858982,54198165,0.340000003,20.2,1.713,8.06,3.19,7.9543,3.3658,644236,20212,102839
"CXB","Calibre Mining Corp.",1.48,0.03,2.068965,1.5,1.5,1.37,1.47,1.48,1.43116764,590045,,3.007148027420044,489727560,333205144,0.239999994,6.6,1.897,2.8,0.47,2.6674,0.5432,4786309,34550,508156
"TEV","Tervita Corporation",4.32,0.67,18.356165,3.68,4.4,3.68,4.1,4.38,4.01400525,163202,,2.0751140117645264,488622892,115654851,-1.23000001,-3,2.335,7.1,1.7,6.9846,1.7418,1491642,14,55331
"ABCT","ABC Technologies Holdings Inc.",9.3,-0.03,-0.321543,9.4,9.46,9.02,9.3,9.75,9.3143264,101740,,,488458246,52522392,-0.610000014,-15.9,1.987,10,9.03,9.7694,9.3144,658445,15877,6459
"ENB.PF.K","Enbridge Inc. cumulative redeemable min rate reset preference shares Series 19",24.35,0,0,24.41,24.41,24.26,24.26,24.4,24.33,2714,5.031,0.7412059903144836,487000000,20000000,,,,24.65,15.2,24.5375,15.7349,911050,100,20073
"RAY.B","Stingray Group Inc. Variable Subordinate Voting Shares",6.61,-0.12,-1.783061,6.52,6.7,6.52,6.51,7.1,6.54475,4000,4.539,0.875419020652771,484725730,540740,0.25,20.4,1.695,8.1,3.21,7.9973,3.2375,50400,2,2809
